conversion_id,user_id,purchase_amount,conversion_time
1297,5561,71.2,2025-06-14 10:30:00
1298,9592,132.3,2025-07-11 04:03:00
1299,8304,20.2,2025-06-26 22:41:00
1300,17027,59.38,2025-07-12 19:34:00
1301,3541,32.48,2025-07-06 12:40:00
1302,2435,38.48,2025-06-17 07:16:00
1303,7462,68.11,2025-06-19 11:16:00
1304,9944,85.91,2025-07-03 14:00:00
1305,13449,130.39,2025-07-10 23:16:00
1306,10381,43.26,2025-06-22 20:44:00
1307,17214,139.41,2025-07-04 00:40:00
1308,3969,27.47,2025-07-04 08:00:00
1309,15764,14.8,2025-06-14 12:35:00
1310,15762,12.58,2025-07-01 14:16:00
1311,4024,133.05,2025-06-17 09:33:00
1312,2592,136.92,2025-06-23 02:38:00
1313,1850,22.65,2025-07-14 12:41:00
1314,19617,73.03,2025-07-08 17:23:00
1315,2703,48.43,2025-06-27 14:28:00
1316,8518,33.33,2025-06-21 06:20:00
1317,10530,42.87,2025-06-23 11:47:00
1318,18426,120.09,2025-07-03 23:37:00
1319,779,106.0,2025-07-08 02:23:00
1320,2396,139.47,2025-06-16 19:34:00
1321,13383,24.31,2025-07-14 01:43:00
1322,14311,134.85,2025-06-23 23:49:00
1323,13865,10.92,2025-06-30 11:09:00
1324,9766,113.8,2025-06-24 12:14:00
1325,17198,103.44,2025-07-03 17:44:00
1326,9695,55.93,2025-06-13 15:54:00
1327,8652,22.74,2025-06-30 13:29:00
1328,715,49.74,2025-06-23 18:20:00
1329,2493,74.87,2025-06-14 17:22:00
1330,3755,145.68,2025-06-24 10:21:00
1331,653,38.85,2025-06-29 10:00:00
1332,11602,65.09,2025-06-30 13:09:00
1333,7020,131.8,2025-07-15 05:32:00
1334,5211,104.65,2025-07-10 17:48:00
1335,208,55.22,2025-06-23 13:51:00
1336,8418,49.2,2025-06-30 02:52:00
1337,3947,99.77,2025-07-09 09:51:00
1338,17397,133.57,2025-06-29 17:43:00
1339,12389,83.13,2025-07-03 17:09:00
1340,19555,35.34,2025-07-06 04:41:00
1341,7919,69.09,2025-06-15 17:23:00
1342,10657,85.84,2025-06-26 18:54:00
1343,11317,117.4,2025-06-25 13:13:00
1344,4260,20.73,2025-06-28 09:04:00
1345,8457,12.78,2025-07-15 05:39:00
1346,610,98.87,2025-06-16 06:18:00
1347,7611,60.89,2025-06-20 14:29:00
1348,17532,129.77,2025-06-12 00:55:00
1349,4326,117.91,2025-07-01 17:08:00
1350,18162,85.85,2025-06-16 22:39:00
1351,4973,143.02,2025-07-16 04:05:00
1352,8947,53.21,2025-07-05 13:04:00
1353,2240,51.76,2025-06-25 12:26:00
1354,16267,74.2,2025-07-15 20:43:00
1355,12849,20.2,2025-06-17 21:20:00
1356,4627,46.22,2025-06-16 01:32:00
1357,6535,142.22,2025-06-28 00:08:00
1358,5174,70.12,2025-07-01 21:51:00
1359,10149,82.8,2025-06-30 12:06:00
1360,1104,113.24,2025-06-27 13:38:00
1361,4888,52.0,2025-06-14 18:45:00
1362,6081,121.45,2025-06-14 01:40:00
1363,2905,53.64,2025-07-05 11:07:00
1364,907,70.29,2025-07-01 02:27:00
1365,11456,15.97,2025-06-17 20:50:00
1366,6478,143.39,2025-07-10 01:39:00
1367,8590,135.38,2025-06-15 03:44:00
1368,1020,87.14,2025-07-12 02:41:00
1369,15655,62.86,2025-07-14 19:32:00
1370,4018,22.85,2025-07-13 02:55:00
1371,12485,80.66,2025-06-28 06:01:00
1372,17083,149.97,2025-07-07 14:42:00
1373,11653,89.58,2025-07-15 13:35:00
1374,2506,60.7,2025-07-16 14:36:00
1375,8664,51.18,2025-06-14 16:35:00
1376,19186,111.03,2025-06-14 11:08:00
1377,5610,49.23,2025-06-26 00:45:00
1378,4744,52.18,2025-07-13 23:20:00
1379,1167,115.5,2025-06-24 04:03:00
1380,11860,16.72,2025-07-12 07:42:00
1381,12363,123.31,2025-06-20 21:16:00
1382,9069,130.16,2025-07-12 03:01:00
1383,12737,127.19,2025-07-12 01:36:00
1384,6327,136.61,2025-06-12 00:40:00
1385,1728,29.91,2025-06-24 10:50:00
1386,4874,45.72,2025-07-04 08:30:00
1387,6578,105.04,2025-06-25 14:52:00
1388,17162,98.35,2025-06-28 21:46:00
1389,7835,24.19,2025-06-21 01:11:00
1390,5120,70.73,2025-06-26 07:12:00
1391,12887,89.02,2025-07-09 17:38:00
1392,10034,95.52,2025-06-20 07:04:00
1393,458,143.81,2025-06-27 01:01:00
1394,2403,106.26,2025-06-16 21:07:00
1395,11113,57.79,2025-07-01 06:56:00
1396,6559,66.79,2025-06-13 04:37:00
1397,3102,54.77,2025-07-01 22:39:00
1398,10370,85.34,2025-07-02 02:19:00
1399,17442,17.17,2025-07-05 14:47:00
1400,720,10.87,2025-06-19 00:29:00
1401,8110,63.5,2025-06-17 11:22:00
1402,7414,80.49,2025-06-30 13:01:00
1403,10471,39.22,2025-07-01 00:04:00
1404,3719,129.32,2025-07-02 13:41:00
1405,10571,25.85,2025-06-22 03:10:00
1406,16418,141.48,2025-06-18 20:40:00
1407,9813,82.3,2025-07-15 05:17:00
1408,18480,39.75,2025-06-29 05:45:00
1409,637,110.03,2025-06-29 18:34:00
1410,2087,103.92,2025-06-22 02:41:00
1411,10062,59.36,2025-07-07 16:30:00
1412,14246,103.85,2025-06-22 17:36:00
1413,4964,31.59,2025-06-25 09:58:00
1414,3700,15.86,2025-06-24 05:37:00
1415,5940,139.29,2025-06-25 11:38:00
1416,7131,134.46,2025-07-16 01:25:00
1417,14542,101.05,2025-07-04 01:33:00
1418,525,96.0,2025-06-27 07:43:00
1419,5037,46.31,2025-06-30 19:19:00
1420,11624,68.54,2025-07-16 04:21:00
1421,3694,101.26,2025-06-26 06:13:00
1422,11261,126.14,2025-06-23 02:23:00
1423,4359,26.84,2025-07-01 14:10:00
1424,15738,95.56,2025-07-15 18:38:00
1425,17950,93.63,2025-07-06 04:23:00
1426,13658,130.38,2025-06-19 08:43:00
1427,11157,97.45,2025-07-15 22:56:00
1428,9041,12.89,2025-06-23 16:46:00
1429,15116,90.88,2025-06-28 13:37:00
1430,10662,94.23,2025-06-21 18:08:00
1431,10103,83.1,2025-06-21 11:33:00
1432,6802,14.68,2025-07-15 12:42:00
1433,9740,19.11,2025-06-24 04:55:00
1434,5739,40.2,2025-07-15 11:08:00
1435,11080,18.23,2025-06-18 22:00:00
1436,7818,65.78,2025-07-10 02:08:00
1437,3924,136.21,2025-06-12 22:45:00
1438,18816,63.45,2025-07-08 12:33:00
1439,8088,37.91,2025-06-23 09:11:00
1440,1627,129.91,2025-06-29 00:58:00
1441,15182,142.04,2025-07-11 15:46:00
1442,3476,116.41,2025-07-05 19:20:00
1443,19869,77.28,2025-07-12 04:02:00
1444,10040,100.57,2025-06-28 23:46:00
1445,10186,44.72,2025-06-12 12:05:00
1446,3482,134.44,2025-06-19 07:09:00
1447,6989,61.87,2025-07-13 17:03:00
1448,7865,126.41,2025-06-30 01:35:00
1449,4233,68.35,2025-06-20 21:33:00
1450,12540,44.98,2025-07-12 03:16:00
1451,1377,134.72,2025-07-13 14:18:00
1452,3056,74.93,2025-06-13 17:56:00
1453,14631,76.19,2025-07-10 22:49:00
1454,14166,13.06,2025-07-09 17:37:00
1455,10086,77.59,2025-06-28 15:23:00
1456,3824,29.06,2025-06-27 09:07:00
1457,2532,143.64,2025-07-01 04:35:00
1458,8815,143.59,2025-06-27 01:17:00
1459,12702,50.24,2025-07-12 02:01:00
1460,13879,27.22,2025-06-20 22:23:00
1461,16209,27.27,2025-07-03 07:22:00
1462,5224,11.34,2025-07-04 06:13:00
1463,6785,33.91,2025-07-07 04:20:00
1464,19193,119.58,2025-06-21 23:58:00
1465,13972,104.79,2025-07-04 03:06:00
1466,2765,72.76,2025-06-21 00:34:00
1467,3891,90.73,2025-06-25 20:13:00
1468,2725,77.99,2025-06-22 12:27:00
1469,2045,92.1,2025-07-03 23:41:00
1470,4755,115.09,2025-06-16 09:26:00
1471,8181,87.29,2025-06-20 09:11:00
1472,9543,47.47,2025-07-11 06:52:00
1473,6241,113.97,2025-06-17 09:29:00
1474,8108,74.57,2025-07-05 16:52:00
1475,17009,103.31,2025-06-29 23:31:00
1476,8481,62.9,2025-07-08 20:02:00
1477,1369,40.25,2025-06-28 09:11:00
1478,3415,118.0,2025-06-24 04:08:00
1479,18604,81.35,2025-07-04 02:44:00
1480,9548,15.81,2025-07-08 22:48:00
1481,9751,27.3,2025-06-13 08:03:00
1482,6344,145.33,2025-06-24 15:46:00
1483,12836,19.25,2025-06-16 07:31:00
1484,18073,141.35,2025-06-25 06:46:00
1485,15727,122.72,2025-07-16 15:43:00
1486,14282,132.83,2025-06-25 05:42:00
1487,971,149.65,2025-06-24 17:24:00
1488,19805,110.34,2025-07-15 00:52:00
1489,13645,39.93,2025-06-22 08:46:00
1490,6276,97.51,2025-06-13 20:48:00
1491,8445,78.72,2025-06-17 21:25:00
1492,11814,138.84,2025-07-09 10:15:00
1493,14518,111.48,2025-07-06 00:19:00
1494,8442,84.16,2025-07-15 01:24:00
1495,10731,105.74,2025-07-15 16:17:00
1496,14809,143.84,2025-07-04 20:03:00
1497,12123,89.71,2025-07-06 06:34:00
1498,9985,113.87,2025-07-14 16:30:00
1499,15309,43.97,2025-07-05 13:29:00
1500,1958,27.61,2025-07-13 08:11:00
1501,1672,134.67,2025-06-23 05:08:00
1502,6590,83.35,2025-07-06 23:30:00
1503,8158,123.03,2025-07-08 20:08:00
1504,8579,60.12,2025-07-08 21:42:00
1505,10197,115.51,2025-07-08 09:34:00
1506,14966,58.0,2025-06-21 04:23:00
1507,5209,27.47,2025-07-12 09:10:00
1508,1495,33.28,2025-06-16 21:02:00
1509,4487,90.34,2025-06-18 13:09:00
1510,17370,91.95,2025-07-02 23:09:00
1511,5157,56.96,2025-07-05 03:33:00
1512,14297,80.72,2025-06-28 05:59:00
1513,6979,10.0,2025-06-22 11:06:00
1514,7845,69.52,2025-06-22 08:47:00
1515,2460,72.34,2025-07-14 07:01:00
1516,8163,13.76,2025-06-20 19:47:00
1517,7714,120.47,2025-06-27 07:03:00
1518,6699,99.64,2025-07-02 05:19:00
1519,17527,90.05,2025-06-13 03:30:00
1520,5751,48.09,2025-06-30 03:22:00
1521,10850,45.39,2025-06-21 03:28:00
1522,13753,121.93,2025-06-27 23:43:00
1523,281,27.07,2025-06-29 20:02:00
1524,19263,120.94,2025-06-19 04:01:00
1525,16843,10.83,2025-06-17 13:20:00
1526,18325,103.12,2025-06-26 17:16:00
1527,10427,19.77,2025-07-14 04:16:00
1528,9570,121.97,2025-07-16 07:05:00
1529,10198,116.86,2025-07-01 07:19:00
1530,17124,24.06,2025-06-28 06:39:00
1531,13406,136.48,2025-06-14 18:15:00
1532,13591,129.58,2025-06-13 21:23:00
1533,15736,29.75,2025-06-18 01:54:00
1534,9070,27.73,2025-06-19 08:06:00
1535,1307,109.69,2025-07-13 14:52:00
1536,12993,136.52,2025-07-04 10:25:00
1537,13094,82.52,2025-06-28 23:28:00
1538,4712,17.47,2025-06-16 21:37:00
1539,10672,89.77,2025-07-09 22:01:00
1540,16628,27.01,2025-07-03 20:31:00
1541,13106,15.67,2025-06-29 18:03:00
1542,16868,131.36,2025-06-23 18:30:00
1543,1639,78.71,2025-06-24 02:38:00
1544,19149,89.09,2025-07-08 20:52:00
1545,8175,106.43,2025-07-08 18:36:00
1546,8837,110.21,2025-06-12 21:31:00
1547,19145,52.98,2025-07-01 05:55:00
1548,2837,34.79,2025-06-25 02:49:00
1549,13103,17.74,2025-06-15 19:23:00
1550,12320,23.29,2025-06-16 13:41:00
1551,8476,120.92,2025-07-16 10:39:00
1552,1468,91.11,2025-07-14 21:06:00
1553,13321,98.0,2025-07-12 13:43:00
1554,19613,126.21,2025-07-06 18:58:00
1555,6919,122.5,2025-06-12 07:18:00
1556,8385,63.6,2025-07-02 07:12:00
1557,6213,52.81,2025-06-15 01:22:00
1558,984,110.44,2025-06-19 15:45:00
1559,12567,14.44,2025-07-12 19:26:00
1560,9961,72.06,2025-06-28 11:01:00
1561,7654,141.63,2025-07-15 05:55:00
1562,14724,88.19,2025-07-14 06:42:00
1563,7929,93.52,2025-06-27 04:55:00
1564,1303,125.99,2025-07-08 14:06:00
1565,11011,119.09,2025-07-03 19:17:00
1566,13223,71.97,2025-06-18 23:50:00
1567,7635,52.86,2025-07-06 08:17:00
1568,4853,70.86,2025-07-10 04:16:00
1569,14083,69.28,2025-06-16 16:13:00
1570,19399,28.64,2025-06-29 14:39:00
1571,16151,130.14,2025-06-30 04:09:00
1572,13236,113.59,2025-07-03 15:08:00
1573,13154,124.69,2025-07-08 22:47:00
1574,18145,112.08,2025-06-19 03:54:00
1575,3717,113.92,2025-07-15 05:49:00
1576,3197,53.64,2025-07-15 02:55:00
1577,18585,88.79,2025-06-12 13:16:00
1578,6193,69.28,2025-06-15 15:51:00
1579,370,10.65,2025-07-06 15:30:00
1580,1482,99.28,2025-06-13 03:03:00
1581,16062,35.36,2025-06-23 19:18:00
1582,3886,72.77,2025-06-25 15:29:00
1583,16303,135.2,2025-06-24 13:12:00
1584,19107,42.48,2025-07-13 07:19:00
1585,17604,147.64,2025-07-14 04:44:00
1586,19424,119.81,2025-07-10 10:55:00
1587,19950,134.56,2025-07-13 03:54:00
1588,10095,14.92,2025-06-19 20:37:00
1589,13004,82.3,2025-06-29 09:08:00
1590,8488,111.2,2025-06-25 16:06:00
1591,12512,71.08,2025-07-02 19:32:00
1592,11662,55.09,2025-07-14 16:16:00
1593,8617,42.62,2025-06-15 01:09:00
1594,5869,87.88,2025-06-18 00:54:00
1595,13264,136.89,2025-07-09 12:23:00
1596,19945,122.0,2025-06-26 19:59:00
1597,19362,108.03,2025-06-17 04:48:00
1598,8566,96.41,2025-07-04 10:19:00
1599,19292,94.22,2025-07-09 18:28:00
1600,13502,138.42,2025-06-18 14:14:00
1601,19496,76.05,2025-06-27 05:35:00
1602,8480,34.23,2025-06-24 08:28:00
1603,8538,134.75,2025-06-30 15:25:00
1604,5372,76.66,2025-06-13 15:40:00
1605,16251,41.94,2025-06-17 11:18:00
1606,11477,66.83,2025-07-05 05:50:00
1607,1390,91.03,2025-07-15 19:14:00
1608,14752,70.5,2025-06-20 06:39:00
1609,13505,119.54,2025-06-19 07:32:00
1610,10323,50.88,2025-07-02 01:30:00
1611,7610,103.88,2025-06-26 15:49:00
1612,18383,45.77,2025-06-28 14:19:00
1613,1788,63.0,2025-06-30 15:50:00
1614,15094,46.26,2025-06-21 04:55:00
1615,3282,33.17,2025-07-01 19:29:00
1616,19903,29.32,2025-07-01 12:13:00
1617,8938,86.88,2025-07-01 05:45:00
1618,11954,83.81,2025-07-10 00:45:00
1619,15161,130.99,2025-07-01 03:43:00
1620,16791,57.99,2025-07-14 11:30:00
1621,3991,13.08,2025-07-12 09:37:00
1622,13512,113.37,2025-06-21 19:00:00
1623,6052,76.89,2025-06-28 12:56:00
1624,17579,22.48,2025-07-02 12:24:00
1625,11262,34.09,2025-06-23 11:59:00
1626,9680,58.07,2025-06-26 09:38:00
1627,849,80.4,2025-07-12 14:12:00
1628,11956,105.31,2025-06-27 12:45:00
1629,18977,121.19,2025-06-13 23:45:00
1630,8375,132.81,2025-07-08 15:48:00
1631,2619,103.28,2025-06-30 08:16:00
1632,13311,91.36,2025-06-20 01:23:00
1633,4396,66.81,2025-07-16 00:15:00
1634,18637,55.66,2025-07-15 03:35:00
1635,10303,130.43,2025-06-29 04:48:00
1636,12210,110.2,2025-07-10 00:08:00
1637,5899,41.07,2025-06-17 03:38:00
1638,3711,53.36,2025-07-05 12:43:00
1639,18550,32.95,2025-06-28 17:25:00
1640,1424,119.37,2025-06-17 03:33:00
1641,12390,122.55,2025-06-27 12:55:00
1642,7156,14.94,2025-07-03 07:40:00
1643,15366,117.23,2025-07-05 19:54:00
1644,9939,92.8,2025-07-04 14:45:00
1645,17060,99.25,2025-06-15 10:14:00
1646,14938,139.39,2025-06-23 03:25:00
1647,9479,119.41,2025-07-05 14:15:00
1648,16376,76.46,2025-06-26 22:20:00
1649,1022,130.32,2025-06-28 13:01:00
1650,15361,101.34,2025-07-11 12:08:00
1651,2536,44.51,2025-07-09 10:14:00
1652,560,28.81,2025-06-18 17:43:00
1653,10559,69.78,2025-07-04 21:26:00
1654,17441,68.79,2025-07-12 10:52:00
1655,6671,122.6,2025-06-21 12:22:00
1656,3875,38.16,2025-07-10 16:06:00
1657,9633,12.91,2025-07-15 13:02:00
1658,11181,130.04,2025-07-05 12:13:00
1659,9539,35.0,2025-07-04 06:02:00
1660,2206,47.89,2025-06-24 05:00:00
1661,1205,11.92,2025-07-16 04:12:00
1662,8281,85.83,2025-06-13 12:45:00
1663,13542,81.85,2025-06-13 18:43:00
1664,17461,84.7,2025-07-16 00:48:00
1665,10679,95.58,2025-07-02 10:31:00
1666,18895,100.89,2025-06-25 05:43:00
1667,2772,86.28,2025-06-14 07:52:00
1668,18791,82.61,2025-07-08 15:45:00
1669,18930,107.54,2025-06-27 15:35:00
1670,5833,128.76,2025-07-10 00:52:00
1671,1232,73.06,2025-07-04 14:16:00
1672,14511,37.2,2025-07-09 00:07:00
1673,851,32.81,2025-07-16 11:36:00
1674,15989,24.75,2025-06-24 05:13:00
1675,12804,138.23,2025-07-06 10:43:00
1676,2582,56.46,2025-07-01 09:10:00
1677,9844,47.47,2025-06-29 12:38:00
1678,3934,92.93,2025-06-25 17:25:00
1679,10075,143.34,2025-06-18 19:04:00
1680,15023,39.87,2025-06-24 13:24:00
1681,14228,122.82,2025-06-23 12:26:00
1682,16506,145.28,2025-06-21 18:08:00
1683,11993,129.22,2025-07-12 04:10:00
1684,10959,128.84,2025-06-29 12:12:00
1685,15293,132.08,2025-06-17 05:03:00
1686,49,84.56,2025-06-17 09:49:00
1687,12381,56.08,2025-07-12 23:59:00
1688,3642,15.2,2025-06-12 17:02:00
1689,3421,119.02,2025-06-18 01:12:00
1690,11756,13.32,2025-06-17 07:58:00
1691,8736,46.05,2025-07-07 12:54:00
1692,19720,92.34,2025-07-07 23:10:00
1693,7348,24.59,2025-06-13 15:10:00
1694,11981,90.15,2025-06-20 04:30:00
1695,1976,97.46,2025-06-26 17:32:00
1696,14187,31.11,2025-07-01 05:30:00
1697,19978,90.69,2025-07-14 08:57:00
1698,5858,66.34,2025-07-14 19:42:00
1699,269,55.34,2025-07-14 17:00:00
1700,1576,135.59,2025-07-05 03:04:00
1701,16428,136.41,2025-06-16 13:24:00
1702,15444,14.39,2025-06-12 15:57:00
1703,1395,32.37,2025-06-23 02:19:00
1704,17109,114.22,2025-07-08 20:59:00
1705,19,58.21,2025-07-07 09:47:00
1706,205,47.94,2025-07-02 20:05:00
1707,1454,94.29,2025-06-30 14:13:00
1708,16222,43.43,2025-07-10 23:17:00
1709,8505,63.53,2025-07-09 16:58:00
1710,10825,44.37,2025-06-13 23:14:00
1711,18348,38.93,2025-07-15 21:57:00
1712,3206,138.83,2025-06-30 14:23:00
1713,11722,42.24,2025-07-10 23:16:00
1714,14315,138.97,2025-07-14 00:55:00
1715,7826,23.24,2025-07-09 14:40:00
1716,1060,43.94,2025-06-15 18:32:00
1717,1905,88.18,2025-06-21 13:32:00
1718,13447,82.17,2025-07-12 06:41:00
1719,10599,81.16,2025-07-01 21:08:00
1720,16610,140.05,2025-07-01 17:31:00
1721,10031,95.87,2025-06-23 02:55:00
1722,3761,86.77,2025-06-19 16:16:00
1723,636,75.86,2025-07-05 16:04:00
1724,12373,40.08,2025-07-13 16:48:00
1725,6021,67.43,2025-07-16 01:51:00
1726,2470,107.06,2025-07-08 10:39:00
1727,18171,46.44,2025-06-21 23:39:00
1728,10877,70.93,2025-06-17 19:53:00
1729,1121,81.76,2025-06-18 15:10:00
1730,17449,72.29,2025-07-16 08:47:00
1731,12643,102.3,2025-06-15 04:37:00
1732,11146,45.42,2025-06-18 19:15:00
1733,17946,60.0,2025-07-01 08:22:00
1734,7254,20.54,2025-07-16 16:49:00
1735,19920,131.96,2025-06-28 19:42:00
1736,8755,105.76,2025-07-02 11:48:00
1737,18412,60.29,2025-06-29 04:27:00
1738,6262,101.16,2025-06-19 04:21:00
1739,8764,147.79,2025-06-27 09:41:00
1740,2567,45.49,2025-06-26 08:05:00
1741,6034,87.31,2025-07-03 08:32:00
1742,7625,76.49,2025-06-27 02:27:00
1743,8796,76.74,2025-06-24 10:46:00
1744,6949,113.62,2025-07-08 04:08:00
1745,9870,62.26,2025-06-17 07:58:00
1746,11396,55.02,2025-07-15 22:42:00
1747,3149,122.82,2025-06-16 12:39:00
1748,3940,95.21,2025-07-04 11:03:00
1749,9776,56.79,2025-07-14 13:39:00
1750,17847,63.42,2025-06-12 21:01:00
1751,17499,90.79,2025-06-27 14:18:00
1752,14580,110.55,2025-06-15 18:55:00
1753,3745,67.45,2025-06-22 16:47:00
1754,8823,43.87,2025-06-29 22:00:00
1755,3142,70.01,2025-06-19 00:44:00
1756,12967,104.9,2025-06-28 13:40:00
1757,9450,56.28,2025-07-14 22:34:00
1758,19375,129.47,2025-07-03 04:16:00
1759,5821,88.79,2025-07-12 22:58:00
1760,17188,114.95,2025-07-16 11:43:00
1761,10117,130.5,2025-07-06 02:26:00
1762,16099,55.32,2025-07-12 04:29:00
1763,12272,103.58,2025-06-14 03:36:00
1764,4109,68.93,2025-06-24 12:07:00
1765,9045,144.09,2025-06-13 14:41:00
1766,2599,92.47,2025-07-15 14:37:00
1767,9065,26.77,2025-07-06 15:07:00
1768,2939,34.14,2025-06-14 11:39:00
1769,4444,46.73,2025-06-21 19:52:00
1770,13543,104.54,2025-06-28 22:11:00
1771,14582,35.62,2025-06-27 19:47:00
1772,5170,16.06,2025-06-13 16:43:00
1773,7981,118.1,2025-06-13 12:48:00
1774,11919,146.15,2025-07-12 08:02:00
1775,3942,12.73,2025-06-20 23:17:00
1776,5318,14.56,2025-07-05 11:13:00
1777,588,122.49,2025-07-10 10:32:00
1778,11516,50.47,2025-07-08 15:57:00
1779,23,125.47,2025-06-16 16:23:00
1780,19531,90.28,2025-06-21 00:41:00
1781,16908,112.15,2025-06-14 03:56:00
1782,19159,18.28,2025-07-06 12:17:00
1783,7094,108.87,2025-06-20 23:33:00
1784,4167,70.13,2025-07-11 11:45:00
1785,4564,124.55,2025-06-18 19:42:00
1786,7959,108.15,2025-06-24 07:33:00
1787,6558,104.31,2025-06-30 05:02:00
1788,15415,76.75,2025-07-04 22:49:00
1789,6494,75.25,2025-06-15 11:45:00
1790,17136,72.75,2025-06-28 15:20:00
1791,6228,140.68,2025-06-18 07:28:00
1792,5911,24.78,2025-07-06 22:26:00
1793,13990,88.56,2025-06-22 11:35:00
1794,82,86.41,2025-06-17 06:02:00
1795,3792,80.17,2025-06-22 22:47:00
1796,583,31.39,2025-06-28 19:42:00
1797,5708,130.0,2025-06-14 23:40:00
1798,5632,88.2,2025-07-07 18:20:00
1799,18528,34.96,2025-06-15 02:57:00
1800,2332,71.05,2025-06-28 14:58:00
1801,1326,34.42,2025-06-15 13:02:00
1802,15942,18.37,2025-07-07 19:28:00
1803,8056,50.1,2025-06-28 21:24:00
1804,19523,130.75,2025-06-30 09:07:00
1805,12644,141.75,2025-06-12 02:50:00
1806,15586,76.48,2025-07-02 05:01:00
1807,8746,70.41,2025-06-30 00:30:00
1808,17693,68.12,2025-07-11 02:07:00
1809,6676,101.84,2025-07-01 01:36:00
1810,5503,95.8,2025-06-17 20:26:00
1811,17372,115.65,2025-07-14 11:00:00
1812,19284,47.73,2025-07-06 19:21:00
1813,6767,29.49,2025-06-16 10:50:00
1814,2842,52.24,2025-06-29 06:17:00
1815,311,137.92,2025-07-06 17:33:00
1816,4459,101.5,2025-06-17 08:07:00
1817,4230,32.27,2025-07-05 12:02:00
1818,3830,47.52,2025-06-16 13:59:00
1819,15553,46.55,2025-07-10 09:57:00
1820,2447,77.66,2025-06-18 23:16:00
1821,847,27.84,2025-07-10 10:00:00
1822,14196,144.73,2025-07-08 15:48:00
1823,15992,41.16,2025-07-10 04:23:00
1824,19224,94.37,2025-06-17 21:02:00
1825,10635,131.23,2025-06-12 01:05:00
1826,6230,90.11,2025-06-23 10:50:00
1827,3888,77.92,2025-06-24 07:56:00
1828,9260,129.81,2025-06-27 13:16:00
1829,5392,118.12,2025-06-30 04:09:00
1830,13118,71.61,2025-06-15 21:36:00
1831,18825,95.83,2025-07-04 06:43:00
1832,16343,86.92,2025-07-12 04:21:00
1833,5366,36.58,2025-07-05 11:43:00
1834,8961,72.31,2025-07-15 05:13:00
1835,3697,101.16,2025-06-19 20:10:00
1836,16493,32.85,2025-06-29 20:02:00
1837,12229,56.86,2025-07-15 22:27:00
1838,6071,43.84,2025-06-22 04:05:00
1839,3692,40.99,2025-07-05 19:01:00
1840,2771,92.82,2025-07-11 19:01:00
1841,11316,17.81,2025-06-23 12:30:00
1842,8807,83.38,2025-06-26 19:19:00
1843,2874,42.02,2025-07-16 03:04:00
1844,17680,85.36,2025-07-10 18:13:00
1845,74,80.78,2025-07-03 19:32:00
1846,17722,29.28,2025-07-03 05:30:00
1847,17690,53.81,2025-07-07 02:58:00
1848,3138,55.49,2025-07-16 16:57:00
1849,17143,76.54,2025-07-04 02:56:00
1850,7355,101.83,2025-06-30 05:36:00
1851,8607,123.15,2025-07-13 12:55:00
1852,8015,144.96,2025-07-11 20:33:00
1853,15546,91.57,2025-06-29 08:34:00
1854,5130,25.65,2025-07-07 22:10:00
1855,1705,86.12,2025-06-24 13:55:00
1856,13863,24.89,2025-06-30 11:32:00
1857,134,127.11,2025-07-09 07:28:00
1858,11430,105.26,2025-07-06 18:00:00
1859,14953,120.85,2025-07-16 05:32:00
1860,15951,106.75,2025-06-26 17:40:00
1861,9007,17.06,2025-06-30 01:26:00
1862,18264,84.0,2025-07-13 16:41:00
1863,13521,73.16,2025-06-12 06:11:00
1864,3905,132.14,2025-07-13 18:28:00
1865,17516,32.21,2025-07-14 23:57:00
1866,4058,135.37,2025-06-28 04:01:00
1867,6549,41.15,2025-06-16 06:53:00
1868,4496,100.03,2025-06-24 00:37:00
1869,12235,23.92,2025-07-14 11:26:00
1870,2484,61.97,2025-06-16 16:46:00
1871,17757,138.27,2025-06-23 07:54:00
1872,12636,52.0,2025-06-15 09:43:00
1873,9346,13.36,2025-06-26 17:45:00
1874,2090,106.82,2025-07-10 02:53:00
1875,6570,99.15,2025-06-13 01:21:00
1876,13598,140.5,2025-07-05 21:14:00
1877,4035,105.65,2025-06-30 14:13:00
1878,16364,16.33,2025-06-20 14:57:00
1879,1897,86.2,2025-06-14 05:53:00
1880,17618,121.46,2025-06-17 16:12:00
1881,12265,146.19,2025-06-24 14:41:00
1882,1039,56.37,2025-06-29 13:20:00
1883,9159,67.18,2025-06-27 02:21:00
1884,14317,51.15,2025-06-23 22:30:00
1885,18304,118.86,2025-07-06 05:40:00
1886,735,52.95,2025-06-22 11:14:00
1887,14630,46.66,2025-06-27 07:25:00
1888,9942,33.21,2025-06-21 12:29:00
1889,5108,48.16,2025-07-01 07:18:00
1890,18640,18.79,2025-07-08 03:31:00
1891,8440,42.92,2025-07-07 13:31:00
1892,9430,84.77,2025-06-22 10:58:00
1893,6227,144.51,2025-06-22 10:11:00
1894,11786,97.21,2025-06-23 07:19:00
1895,7513,16.73,2025-07-14 17:59:00
1896,13802,102.68,2025-06-23 02:10:00
1897,8951,104.71,2025-06-25 13:26:00
1898,3913,38.7,2025-07-10 17:27:00
1899,8147,118.05,2025-06-27 02:19:00
1900,4900,147.36,2025-07-01 04:25:00
1901,9862,53.85,2025-07-08 10:44:00
1902,15408,71.56,2025-07-15 01:55:00
1903,17705,147.15,2025-06-26 09:04:00
1904,5988,112.11,2025-06-22 08:06:00
1905,9421,30.94,2025-07-16 07:46:00
